"","country","year","coal_consumption_EJ","gas_consumption_EJ","geo_biomass_other_TWh","hydro_generation_TWh","nuclear_generation_TWh","solar_generation_TWh","wind_generation_TWh","oil_consumption_EJ","continent"
"1","Algeria",1965,0.00293076,0.0267498,0,0.4,0,0,0,0.055458907,"Middle East"
"2","Algeria",1966,0.002847024,0.0277893,0,0.355,0,0,0,0.072981739,"Middle East"
"3","Algeria",1967,0.002177136,0.0269577,0,0.41,0,0,0,0.068191312,"Middle East"
"4","Algeria",1968,0.00230274,0.0283437,0,0.563,0,0,0,0.072602285,"Middle East"
"5","Algeria",1969,0.00293076,0.037266075,0,0.361,0,0,0,0.076701348,"Middle East"
"6","Algeria",1970,0.003475044,0.03503115,0,0.58,0,0,0,0.087651651,"Middle East"
"7","Algeria",1971,0.000962964,0.0397782,0,0.33,0,0,0,0.098784181,"Middle East"
"8","Algeria",1972,0.00083736,0.04618845,0,0.495,0,0,0,0.108437091,"Middle East"
"9","Algeria",1973,0.000962964,0.064293075,0,0.752,0,0,0,0.118441242,"Middle East"
"10","Algeria",1974,0.000795492,0.0744282,0,0.497,0,0,0,0.131557827,"Middle East"
"11","Algeria",1975,0.001004832,0.102564,0,0.328,0,0,0,0.146270403,"Middle East"
"12","Algeria",1976,0.001967796,0.121275,0,0.389,0,0,0,0.168183837,"Middle East"
"13","Algeria",1977,0.002553948,0.1292445,0,0.269,0,0,0,0.190103377,"Middle East"
"14","Algeria",1978,0.001297908,0.2075535,0,0.25,0,0,0,0.196588601,"Middle East"
"15","Algeria",1979,0.003014496,0.2934855,0,0.291,0,0,0,0.235147022,"Middle East"
"16","Algeria",1980,0.002679552,0.3939705,0,0.257,0,0,0,0.238328748,"Middle East"
"17","Algeria",1981,0.00188406,0.512127,0,0.366,0,0,0,0.256763062,"Middle East"
"18","Algeria",1982,0.03495978,0.5810805,0,0.479,0,0,0,0.272064304,"Middle East"
"19","Algeria",1983,0.03119166,0.636174,0,0.235,0,0,0,0.305612716,"Middle East"
"20","Algeria",1984,0.034582968,0.5589045,0,0.452,0,0,0,0.338407223,"Middle East"
"21","Algeria",1985,0.036090216,0.553707,0,0.646,0,0,0,0.347593691,"Middle East"
"22","Algeria",1986,0.03705318,0.606375,0,0.25,0,0,0,0.352876515,"Middle East"
"23","Algeria",1987,0.044296344,0.620235,0,0.499,0,0,0,0.356761886,"Middle East"
"24","Algeria",1988,0.04165866,0.6988905,0,0.183,0,0,0,0.357021355,"Middle East"
"25","Algeria",1989,0.035210988,0.657657,0,0.226,0,0,0,0.37417198,"Middle East"
"26","Algeria",1990,0.027591012,0.7023555,0,0.135,0,0,0,0.402521817,"Middle East"
"27","Algeria",1991,0.02847024,0.693693,0,0.293,0,0,0,0.39826003,"Middle East"
"28","Algeria",1992,0.033829344,0.7162155,0,0.199,0,0,0,0.40065356,"Middle East"
"29","Algeria",1993,0.027549144,0.6427575,0,0.353,0,0,0,0.398717556,"Middle East"
"30","Algeria",1994,0.02595816,0.6774075,0,0.166,0,0,0,0.381783225,"Middle East"
"31","Algeria",1995,0.02595816,0.7279965,0,0.193,0,0,0,0.371312218,"Middle East"
"32","Algeria",1996,0.012225456,0.747747,0,0.135,0,0,0,0.354319487,"Middle East"
"33","Algeria",1997,0.021436416,0.698544,0,0.075,0,0,0,0.35151631,"Middle East"
"34","Algeria",1998,0.022943664,0.7224525,0,0.215,0,0,0,0.362371493,"Middle East"
"35","Algeria",1999,0.024576516,0.7383915,0,0.203,0,0,0,0.356034045,"Middle East"
"36","Algeria",2000,0.02030598,0.687646575,0,0.054,0,0,0,0.371276927,"Middle East"
"37","Algeria",2001,0.02344608,0.71035965,0,0.069,0,0,0,0.384391202,"Middle East"
"38","Algeria",2002,0.03077298,0.70141995,0,0.057,0,0,0,0.426230027,"Middle East"
"39","Algeria",2003,0.025372008,0.741354075,0,0.265,0,0,0,0.443426825,"Middle East"
"40","Algeria",2004,0.030270564,0.762837075,0,0.251,0,0,0,0.463488589,"Middle East"
"41","Algeria",2005,0.024869592,0.80481555,0,0.5553,0,0,0,0.48316818564,"Middle East"
"42","Algeria",2006,0.036927576,0.822591,0,0.2176,0,0,0,0.5034445947,"Middle East"
"43","Algeria",2007,0.031694076,0.841704532307692,0,0.226,0,0,0,0.56300398731025,"Middle East"
"44","Algeria",2008,0.031694076,0.87855075,0,0.283,0,0,0,0.611697227023,"Middle East"
"45","Algeria",2009,0.020347848,0.94362345,0,0.342,0,0,0,0.648483946,"Middle East"
"46","Algeria",2010,0.01297908,0.9117801,0,0.173,0,0.0091,0,0.648175878,"Middle East"
"47","Algeria",2011,0.0115137,0.96469065,0,0.378,0,0.01811875,0,0.692019551,"Middle East"
"48","Algeria",2012,0.012225456,1.0754667,0,0.389,0,0.0267230136986301,0,0.735822964,"Middle East"
"49","Algeria",2013,0.006615144,1.15637445,0,0.099,0,0.0286,0,0.768874986,"Middle East"
"50","Algeria",2014,0.007494372,1.2993057,0,0.193,0,0.06,0.001,0.79893055,"Middle East"
"51","Algeria",2015,0.005568444,1.36521,0,0.145,0,0.058,0.019,0.8501345398,"Middle East"
"52","Algeria",2016,0.002051532,1.389465,0,0.072,0,0.245,0.0190520547945205,0.8259877415,"Middle East"
"53","Algeria",2017,0.007619976,1.42065,0,0.056,0,0.504,0.019,0.8111603359,"Middle East"
"54","Algeria",2018,0.020934,1.562715,0,0.117,0,0.603,0.01,0.8292736364,"Middle East"
"55","Algeria",2019,0.020934,1.62855,0,0.1515,0,0.615,0.01,0.8817371208,"Middle East"
"56","Argentina",1965,0.0304381770714656,0.1484424,0,1.225,0,0,0,0.936501457724806,"South America"
"57","Argentina",1966,0.0250985458758962,0.16076592,0,1.241,0,0,0,0.966833287263018,"South America"
"58","Argentina",1967,0.02822542915981,0.16811802,0,1.271,0,0,0,0.990671854847528,"South America"
"59","Argentina",1968,0.0274285269917837,0.18719847,0,1.498,0,0,0,1.01162691819039,"South America"
"60","Argentina",1969,0.0328398119867313,0.18649827,0,1.344,0,0,0,1.05113431415908,"South America"
"61","Argentina",1970,0.0422013541680216,0.2107602,0.0475409912536443,1.555,0,0,0,0.943775287422526,"South America"
"62","Argentina",1971,0.0369991513031572,0.22752999,0.0498646137026239,1.544,0,0,0,1.007910396,"South America"
"63","Argentina",1972,0.0311446616357878,0.25532793,0.0643531519274376,1.504,0,0,0,1.009286106,"South America"
"64","Argentina",1973,0.0341874791240202,0.29054799,0.0490424344023324,2.994,0,0,0,1.012744459,"South America"
"65","Argentina",1974,0.0425733187044874,0.30752784,0.0500676714285714,5.028,1.036,0,0,1.016294291,"South America"
"66","Argentina",1975,0.0414393850484502,0.31509,0.054922641509434,5.201,2.517,0,0,0.95738496,"South America"
"67","Argentina",1976,0.0419133067538981,0.3546513,0.0502027915451895,5.013,2.572,0,0,0.994542131,"South America"
"68","Argentina",1977,0.0396306110920702,0.3704058,0.0538551078167116,5.766,1.637,0,0,1.048462724,"South America"
"69","Argentina",1978,0.0483091032944123,0.3602529,0.0541366620879121,7.752,2.896,0,0,1.048424516,"South America"
"70","Argentina",1979,0.0450060257834579,0.3704058,0.0843937633928572,10.66,2.692,0,0,1.108975094,"South America"
"71","Argentina",1980,0.0401205226544455,0.4036653,0.0862515679442509,15.144,2.34,0,0,1.037729972,"South America"
"72","Argentina",1981,0.0380176819448025,0.4218705,0.0747225,14.685,2.816,0,0,0.962041366,"South America"
"73","Argentina",1982,0.0383978741394194,0.4792869,0.095912465437788,17.593,1.87,0,0,0.922755709,"South America"
"74","Argentina",1983,0.0348478676110437,0.5153472,0.137314784053156,18.419,3.405,0,0,0.939376469,"South America"
"75","Argentina",1984,0.025866805296863,0.5486067,0.0973927918118467,19.88,4.641,0,0,0.885555937,"South America"
"76","Argentina",1985,0.0381585807422239,0.5605101,0.103321614285714,20.646,5.766,0,0,0.801013266,"South America"
"77","Argentina",1986,0.0435936575890372,0.605673,0.107078920807453,21.009,5.711,0,0,0.920089592,"South America"
"78","Argentina",1987,0.0483828220102816,0.6060231,0.108156823308271,21.841,6.465,0,0,0.98201877,"South America"
"79","Argentina",1988,0.0495804586981402,0.7079022,0.121116047351525,15.033,5.798,0,0,0.979305352,"South America"
"80","Argentina",1989,0.0536499654395106,0.7436124,0.119376907894737,12.965,5.039,0,0,0.888442783,"South America"
"81","Argentina",1990,0.0441580758735109,0.7103529,0.106763283730159,17.876,7.281,0,0,0.840395122,"South America"
"82","Argentina",1991,0.0388584449182651,0.7233066,0.0996004043126685,16.221,7.756,0,0,0.865808408,"South America"
"83","Argentina",1992,0.0438053890960686,0.7821234,0.101865494505495,19.7790505050505,7.081,0,0,0.914558087,"South America"
"84","Argentina",1993,0.029051953992,0.8258859,0.107438402777778,23.5554747474748,7.75,0,0,0.90585889,"South America"
"85","Argentina",1994,0.025434385164393,0.8489925,0.119290037593985,27.9727878787879,8.235,0,0,0.875660084,"South America"
"86","Argentina",1995,0.0266909486920615,0.9449199,0.115592457298137,28.4581212121212,7.066,0,0,0.87084427,"South America"
"87","Argentina",1996,0.0279605381191482,1.0842597,0.351397492063492,25.9451818181818,7.459,0,0.009618,0.905127057,"South America"
"88","Argentina",1997,0.0220597704594418,0.9991854,0.44563205,33.0299595959596,7.961,0,0.014592,0.906223687,"South America"
"89","Argentina",1998,0.0296546737018068,1.0681551,0.463881203007519,32.4217878787879,7.453,1.7e-05,0.032541,0.926250484,"South America"
"90","Argentina",1999,0.0355876903485689,1.1329236,0.650455142857143,26.5300707070707,7.106,2.6e-05,0.034781,0.862435853,"South America"
"91","Argentina",2000,0.0270455302918545,1.1626821,0.675014310104529,34.0340101010101,6.177,3.6e-05,0.034758,0.871115993,"South America"
"92","Argentina",2001,0.022164668208594,1.0884609,0.609325850253807,41.9032626262626,7.059,4.3e-05,0.049361,0.839211487,"South America"
"93","Argentina",2002,0.0165106673699047,1.0597527,0.850248637873754,41.4670505050505,5.821,4.7e-05,0.073405,0.773544477,"South America"
"94","Argentina",2003,0.0201379126788292,1.2106458,1.01407985835694,39.0800808080808,7.566,6.5e-05,0.077954,0.796118012,"South America"
"95","Argentina",2004,0.034271349911862,1.3251285,0.900295090287307,35.4028787878788,7.869,7e-05,0.072446,0.837530224,"South America"
"96","Argentina",2005,0.039461921818754,1.414404,1.07407290085825,39.3500909090909,6.873,8.1e-05,0.071719665,0.890232611875,"South America"
"97","Argentina",2006,0.035725754078428,1.463418,1.56741031456089,43.624,7.721,9e-05,0.06964,0.935856538939594,"South America"
"98","Argentina",2007,0.0516972999576269,1.5376392,1.57570869577978,37.741,7.254,0.0001089,0.061593,1.03953201984136,"South America"
"99","Argentina",2008,0.0630578474375606,1.5547941,1.69353638367225,37.199,7.394,0.0001437,0.041951078,1.06903855205336,"South America"
"100","Argentina",2009,0.034635377007853,1.50608009778098,1.72875616184549,40.783,8.183,7.6084e-05,0.0368315286,1.04695621103385,"South America"
"101","Argentina",2010,0.0484994881791344,1.51514699610441,2.01325481034589,40.543,7.21,8.589e-05,0.0253516062,1.1746565094418,"South America"
"102","Argentina",2011,0.0526271229518496,1.57823239281069,2.19020582803824,39.641,6.4,0.001614,0.02659055,1.17631168019178,"South America"
"103","Argentina",2012,0.0492090500910157,1.64391153609045,2.4538216104798,36.876,6.402,0.0081729668,0.369861999333,1.22303093003574,"South America"
"104","Argentina",2013,0.0537814898060142,1.65699680275834,2.45735005010909,40.7,6.207,0.015074079,0.453354876,1.31108195234113,"South America"
"105","Argentina",2014,0.0572101797641976,1.66157924628949,2.30202525205828,40.864,5.514,0.015944,0.619491,1.2854613455212,"South America"
"106","Argentina",2015,0.0569308653997225,1.67949245755297,2.37825859784431,41.7709,7.039,0.014683,0.593334963,1.32224509890285,"South America"
"107","Argentina",2016,0.04387910886468,1.73556040277317,1.96340864256076,38.2543932713468,8.285,0.014273,0.547359,1.29374402213334,"South America"
"108","Argentina",2017,0.0450910374466118,1.73880102789221,2.38365450770783,41.5429785772894,6.088,0.016417,0.611567,1.25962082255732,"South America"
"109","Argentina",2018,0.04935293160336,1.75335262851297,2.49228727065315,41.6478651794838,6.872,0.10813,1.412743,1.20352201978679,"South America"
"110","Argentina",2019,0.0228517280442893,1.70966142212289,2.39731400226771,37.0667870793447,8.441898,0.799697913,4.995966424,1.18557998955182,"South America"
"111","Australia",1965,0.7273,0.00010611,0.296,7.689756,0,0,0,0.652022942,"Oceania"
"112","Australia",1966,0.7538,0.00014148,0.284,7.3450428,0,0,0,0.770571187,"Oceania"
"113","Australia",1967,0.7749,0.00014148,0.29,7.6057874,0,0,0,0.84379596,"Oceania"
"114","Australia",1968,0.7981,0.00109647,0.282,7.9505006,0,0,0,0.919025956,"Oceania"
"115","Australia",1969,0.8254,0.0148554,0.281,8.684121,0,0,0,0.944813246,"Oceania"
"116","Australia",1970,0.8341,0.062294308632,0.261,10.170687,0,0,0,1.044703518,"Oceania"
"117","Australia",1971,0.83725,0.0929760456996,0.263,11.5074428,0,0,0,1.099960433,"Oceania"
"118","Australia",1972,0.87455,0.1334673463104,0.28,11.5533144,0,0,0,1.11972008,"Oceania"
"119","Australia",1973,0.91075,0.1694476797444,0.338,12.2858392,0,0,0,1.194814635,"Oceania"
"120","Australia",1974,0.95065,0.19332716472,0.429,13.8739202,0,0,0,1.266246588,"Oceania"
"121","Australia",1975,0.98115,0.2076118941132,0.489,14.8878016,0,0,0,1.25317627,"Oceania"
"122","Australia",1976,1.01445,0.2450779826094,0.484,14.1538588,0,0,0,1.280957347,"Oceania"
"123","Australia",1977,1.05905,0.279966375576,0.429,13.5439502,0,0,0,1.341362727,"Oceania"
"124","Australia",1978,1.0867,0.3014113703292,0.405,14.6753494,0,0,0,1.35113045824847,"Oceania"
"125","Australia",1979,1.13595,0.3469506580188,0.418,14.2460556,0,0,0,1.37450723571279,"Oceania"
"126","Australia",1980,1.16915,0.3983971646304,0.385,13.4665978,0,0,0,1.31826634733266,"Oceania"
"127","Australia",1981,1.1993,0.4317998025348,0.404,13.8663438,0,0,0,1.27563597373583,"Oceania"
"128","Australia",1982,1.21205,0.4211310071484,0.516,12.770334,0,0,0,1.2815164920387,"Oceania"
"129","Australia",1983,1.2116,0.4574693538504,0.431,12.123648,0,0,0,1.25936535209591,"Oceania"
"130","Australia",1984,1.28125,0.451142149563709,0.441,13.1259488,0,0,0,1.31927807393378,"Oceania"
"131","Australia",1985,1.3253,0.4822294440613,0.456,13.9405106,0,0,0,1.26026220585861,"Oceania"
"132","Australia",1986,1.35895,0.526785412509011,0.46,14.0257988,0,0,0,1.28981918687757,"Oceania"
"133","Australia",1987,1.4161,0.537820527071228,0.47,13.613796,0,0,0,1.3143770495648,"Oceania"
"134","Australia",1988,1.48955,0.550776223776132,0.731,14.3344436,0,0,0,1.376739524508,"Oceania"
"135","Australia",1989,1.56225,0.600752309399917,0.81,14.253669,0,0,0,1.42622850149855,"Oceania"
"136","Australia",1990,1.59965,0.60393411781587,0.7595,14.7595,0,0,0,1.4469889541202,"Oceania"
"137","Australia",1991,1.63175,0.578955634861698,0.7195,15.6535,0,0.00545,0,1.40697578908058,"Oceania"
"138","Australia",1992,1.64145,0.598930452580871,0.67,15.9415,0,0.0121,0,1.4131959673588,"Oceania"
"139","Australia",1993,1.652,0.620976358827616,0.67,16.387,0,0.0146,0.002,1.48494872404021,"Oceania"
"140","Australia",1994,1.68575,0.689639642667313,0.6965,16.15,0,0.0174,0.0055,1.54131207376372,"Oceania"
"141","Australia",1995,1.743,0.696296491715621,0.8255,15.631,0,0.02115,0.007,1.58962153047584,"Oceania"
"142","Australia",1996,1.81425,0.70137587724732,0.9465,15.9685,0,0.0256,0.007,1.61443394944959,"Oceania"
"143","Australia",1997,1.90605,0.688698183912509,0.997,15.9525,0,0.03065,0.0075,1.64352470945632,"Oceania"
"144","Australia",1998,1.9911,0.709031542885109,1.081,15.798,0,0.0356,0.018,1.64150390917848,"Oceania"
"145","Australia",1999,2.11452968617713,0.726265931910819,1.1335,16.2815,0,0.0406,0.043,1.69253042251839,"Oceania"
"146","Australia",2000,2.12970093303586,0.739982862750783,0.8895,16.4665,0,0.04675,0.134,1.68356882942081,"Oceania"
"147","Australia",2001,2.10820279748354,0.798095488027693,0.7975,16.1235,0,0.05415,0.287,1.69432928125508,"Oceania"
"148","Australia",2002,2.15566036412369,0.821333413696767,1.2668,16.095,0,0.0583,0.53355,1.68876323036615,"Oceania"
"149","Australia",2003,2.21739917412207,0.827794414232868,1.6918,16.21055,0,0.0632,0.70405,1.68765918613979,"Oceania"
"150","Australia",2004,2.31058835258,0.844329633915949,2.81525,15.68665,0,0.07295,0.795,1.73548538813413,"Oceania"
"151","Australia",2005,2.2972641059241,0.837323362683198,3.871,15.4657,0,0.08405,1.29905,1.72408692662595,"Oceania"
"152","Australia",2006,2.35948450638881,0.933950271146992,3.9325,14.9451,0,0.0975,2.1621,1.86514043736472,"Oceania"
"153","Australia",2007,2.33902214732813,1.04471335784092,4.275,13.04895,0,0.11375,2.8521,1.84300883599741,"Oceania"
"154","Australia",2008,2.43799479850235,1.0272584855722,3.6961,11.81515,0,0.1392,3.45845,1.84535829151365,"Oceania"
"155","Australia",2009,2.357241931279,1.04891163470495,2.7868,12.64205,0,0.290242030082166,4.43775,1.83444742502011,"Oceania"
"156","Australia",2010,2.18638086081889,1.21621051601305,2.44155,13.746,0,0.977648279820896,4.985,1.81808609959128,"Oceania"
"157","Australia",2011,2.13117138069037,1.27019093110987,2.57395,19.572,0,2.0445465700988,6.432,1.93622221340873,"Oceania"
"158","Australia",2012,1.99583297668292,1.27406446168972,3.09785,17.036,0,2.412,7.725,2.01129111352763,"Oceania"
"159","Australia",2013,1.89423297689531,1.33824536974561,3.33165,19.089,0,3.8474,9.259,2.04759164820628,"Oceania"
"160","Australia",2014,1.87855019450268,1.44359701880887,3.546362,14.484,0,4.952,9.777,2.06943168425029,"Oceania"
"161","Australia",2015,1.94526248855605,1.51585091860272,3.67806199489682,14.0852819443491,0,6.20648116778423,11.8384685946644,1.99625544567095,"Oceania"
"162","Australia",2016,1.94398725500912,1.50213860362253,3.65322691510847,17.6307950484002,0,7.47481051135315,13.026391374148,2.01268849762097,"Oceania"
"163","Australia",2017,1.87734281808931,1.48472058635533,3.53061273813355,13.5021546244336,0,8.95743267944101,13.1952274376022,2.10465035321053,"Oceania"
"164","Australia",2018,1.84454939330996,1.49138400286152,3.55434829657993,17.3558390854922,0,12.2792442903382,16.4115074594987,2.15910540729978,"Oceania"
"165","Australia",2019,1.78310999426089,1.93465022440068,3.57593923150865,14.2938751268244,0,17.9507144806974,19.524461876732,2.14271700842601,"Oceania"
"166","Austria",1965,0.212813639109347,0.0631031288407539,0,16.083,0,0,0,0.235070909,"Europe"
"167","Austria",1966,0.203283347001764,0.0677557232148158,0,17.331,0,0,0,0.25843989,"Europe"
"168","Austria",1967,0.192423246693122,0.0649140613836327,0,17.698,0,0,0,0.275573203,"Europe"
"169","Austria",1968,0.189985264991182,0.0692242905691963,0,18.185,0,0,0,0.318477842,"Europe"
"170","Austria",1969,0.186971033068783,0.0839849649227947,0,16.718,0,0,0,0.35001358,"Europe"
"171","Austria",1970,0.201075,0.101872807638486,0,21.2897,0,0,0,0.385357127,"Europe"
"172","Austria",1971,0.184441,0.117023928159127,0,16.8201,0,0,0,0.430585294,"Europe"
"173","Austria",1972,0.167234,0.126467108891247,0,17.2876,0,0,0,0.464842347,"Europe"
"174","Austria",1973,0.166211,0.139000316593139,0,19.2092,0,0,0,0.50374012,"Europe"
"175","Austria",1974,0.175402,0.15066709211079,0,22.7122,0,0,0,0.450819644,"Europe"
"176","Austria",1975,0.152426,0.150485827606932,0,23.7952,0,0,0,0.455613329,"Europe"
"177","Austria",1976,0.162216,0.171396405385596,0,20.5656,0,0,0,0.494680791,"Europe"
"178","Austria",1977,0.136081,0.174673215997509,0,24.9208,0,0,0,0.473711546,"Europe"
"179","Austria",1978,0.138248,0.18168565867303,0,24.9408,0,0,0,0.509650909,"Europe"
"180","Austria",1979,0.15007,0.180145318741364,0,28.0968,0,0,0,0.530671539,"Europe"
"181","Austria",1980,0.154205,0.173066315383698,0,29.1099,0,0,0,0.517994816,"Europe"
"182","Austria",1981,0.15786,0.16496675242684,0,30.8473,0,0,0,0.470271189,"Europe"
"183","Austria",1982,0.15014,0.159678954292541,0,30.8963,0,0,0,0.446042848,"Europe"
"184","Austria",1983,0.160761,0.162925413688748,0,30.6063,0,0,0,0.432287224,"Europe"
"185","Austria",1984,0.183191,0.18140359995733,0,26.849564,0,0,0,0.420474473,"Europe"
"186","Austria",1985,0.182934,0.194369776402059,0,30.775146,0,0,0,0.421149327,"Europe"
"187","Austria",1986,0.163089,0.188716554127282,1.287501,30.903927,0,0,0,0.443585877,"Europe"
"188","Austria",1987,0.161782,0.196868801619847,0.905816,35.387991,0,0,0,0.456697242,"Europe"
"189","Austria",1988,0.154922,0.188586105472067,1.04696,35.304088,0,0,0,0.453520698,"Europe"
"190","Austria",1989,0.155621,0.202535350563403,1.10445,35.08243,0,0,0,0.44719994,"Europe"
"191","Austria",1990,0.171506,0.222965652059934,1.142485,31.509,0,0,0,0.465084839342839,"Europe"
"192","Austria",1991,0.1799,0.236391089432651,1.225832,31.4434,0,0,0,0.502039748844939,"Europe"
"193","Austria",1992,0.1399752879,0.23213604285891,1.32916399999989,34.8484,0,0,0,0.488892636030511,"Europe"
"194","Austria",1993,0.1258515005,0.244124825351665,1.361111,36.705556,0,0.001,0,0.492922086032495,"Europe"
"195","Austria",1994,0.127636,0.251105379041333,1.210555,35.7075,0,0.001,0,0.488677539356078,"Europe"
"196","Austria",1995,0.14521911,0.274165776881014,1.857221,37.067222,0,0.001,0.001,0.487547357146322,"Europe"
"197","Austria",1996,0.1458366896,0.291819167980545,1.589444,34.216111,0,0.001,0.005,0.504375231361556,"Europe"
"198","Austria",1997,0.1546867092,0.281252578429314,1.711389,36.105278,0,0.002,0.02,0.512276099004258,"Europe"
"199","Austria",1998,0.136188,0.288746249365115,1.842777,37.163333,0,0.002,0.045,0.531850011613764,"Europe"
"200","Austria",1999,0.135251698734626,0.29493946216017,1.59691181888152,40.6991208,0,0.002,0.051,0.522696569219324,"Europe"
"201","Austria",2000,0.15292441892754,0.281538554860526,1.52827932,41.83565055045,0,0.003,0.067,0.511784791093147,"Europe"
"202","Austria",2001,0.157972080616069,0.298375059016079,1.667812,40.4554816503302,0,0.005,0.172,0.555343798943725,"Europe"
"203","Austria",2002,0.160486961965472,0.293347329917646,1.520444,40.2270028091333,0,0.009,0.203,0.567060783457831,"Europe"
"204","Austria",2003,0.171171699501857,0.32266698643078,1.711921,33.214992039975,0,0.015,0.366,0.613599060569244,"Europe"
"205","Austria",2004,0.167674703415963,0.325772415123058,2.05973,36.762283,0,0.018,0.924,0.597133839026926,"Europe"
"206","Austria",2005,0.167176971759647,0.34299743161376,2.43715433867822,37.0951383370445,0,0.021018375,1.3312767567448,0.594699568960815,"Europe"
"207","Austria",2006,0.167032693857501,0.322315228221146,3.23750255635424,35.6560847696384,0,0.022386875,1.75279298367607,0.594263052269104,"Europe"
"208","Austria",2007,0.161494536243025,0.304952235019928,4.06160691149705,37.0544528638766,0,0.024238375,2.03718492749374,0.559040847512432,"Europe"
"209","Austria",2008,0.15953907199524,0.326467975436293,4.30230414102499,38.3294910423621,0,0.03011991,2.01125740868278,0.553594054509996,"Europe"
"210","Austria",2009,0.120206823390059,0.317948899470292,4.27798216739992,40.8963033646974,0,0.04891428,1.95404016813174,0.525680017522484,"Europe"
"211","Austria",2010,0.141338446163883,0.346061235823519,4.46343008098254,38.3634182926812,0,0.08881314,2.06391373604185,0.548830165364514,"Europe"
"212","Austria",2011,0.145150691137686,0.325505041292245,4.51675200916291,34.2390835141601,0,0.17406996,1.93623636014216,0.512335311994391,"Europe"
"213","Austria",2012,0.134837463792814,0.310469097285111,4.60803650070558,43.8041046884235,0,0.33748305,2.46202901904667,0.512070403606535,"Europe"
"214","Austria",2013,0.137146726915093,0.29521660077468,4.58428170879082,42.0465272976832,0,0.625974,3.15323156246948,0.52839143848812,"Europe"
"215","Austria",2014,0.12562402776163,0.27039512070108,4.33629619571349,41.0102593673497,0,0.785246,3.84576803451967,0.5068455111434,"Europe"
"216","Austria",2015,0.135768934577441,0.28685142002628,4.5035465270659,37.055528375898,0,0.937098,4.84034310174837,0.50472507892476,"Europe"
"217","Austria",2016,0.125926544441588,0.30031885013472,4.69122703886075,39.8447161470418,0,1.096016,5.234838273,0.522303839643662,"Europe"
"218","Austria",2017,0.130507229803389,0.32651473854204,4.920933436,38.293433,0,1.268971,6.571511136,0.529730140755242,"Europe"
"219","Austria",2018,0.119585076218792,0.31272908080788,4.853579626,37.638007,0,1.437640969,6.030429449,0.536924132962643,"Europe"
"220","Austria",2019,0.125841471130489,0.32041587733524,4.786632514833,40.731842666,0,1.351575863,7.435472714,0.548101923040463,"Europe"
"221","Bangladesh",1965,0,0,0,0,0,0,0,NA,"South/South East Asia"
"222","Bangladesh",1966,0,0,0,0,0,0,0,NA,"South/South East Asia"
"223","Bangladesh",1967,0,0,0,0,0,0,0,NA,"South/South East Asia"
"224","Bangladesh",1968,0,0,0,0,0,0,0,NA,"South/South East Asia"
"225","Bangladesh",1969,0,0,0,0,0,0,0,NA,"South/South East Asia"
"226","Bangladesh",1970,0,0,0,0,0,0,0,NA,"South/South East Asia"
"227","Bangladesh",1971,0,0,0,0,0,0,0,0.02928705,"South/South East Asia"
"228","Bangladesh",1972,0.003913150752,0.015826104,0,0.175,0,0,0,0.035708464,"South/South East Asia"
"229","Bangladesh",1973,0.005085036072,0.021896964,0,0.331,0,0,0,0.040349178,"South/South East Asia"
"230","Bangladesh",1974,0.004520027412,0.0240741,0,0.243,0,0,0,0.041974432,"South/South East Asia"
"231","Bangladesh",1975,0.005231490336,0.024199704,0,0.436,0,0,0,0.049074462,"South/South East Asia"
"232","Bangladesh",1976,0.005168730204,0.031861548,0,0.494,0,0,0,0.053095951,"South/South East Asia"
"233","Bangladesh",1977,0.005398920468,0.035545932,0,0.437,0,0,0,0.052282102,"South/South East Asia"
"234","Bangladesh",1978,0.005231490336,0.039230316,0,0.506,0,0,0,0.055656437,"South/South East Asia"
"235","Bangladesh",1979,0.00389225862,0.045133704,0,0.587,0,0,0,0.061604412,"South/South East Asia"
"236","Bangladesh",1980,0.00519958692,0.050827752,0,0.583,0,0,0,0.06944761,"South/South East Asia"
"237","Bangladesh",1981,0.005345203824,0.049009883682375,0,0.625,0,0,0,0.071614589,"South/South East Asia"
"238","Bangladesh",1982,0.006475221144,0.063629448584625,0,0.523,0,0,0,0.070636759,"South/South East Asia"
"239","Bangladesh",1983,0.003664747908,0.0708018659964,0,0.662,0,0,0,0.063170981,"South/South East Asia"
"240","Bangladesh",1984,0.001466594172,0.081722386624725,0,0.897,0,0,0,0.06365539,"South/South East Asia"
"241","Bangladesh",1985,0.002050736508,0.092809707657975,0,0.739,0,0,0,0.071059554,"South/South East Asia"
"242","Bangladesh",1986,0.003097059696,0.10465253640765,0,0.45,0,0,0,0.076591754,"South/South East Asia"
"243","Bangladesh",1987,0.00487573794,0.1229613337953,0,0.517,0,0,0,0.075403748,"South/South East Asia"
"244","Bangladesh",1988,0.005022234072,0.14472388074375,0,0.675,0,0,0,0.075543342,"South/South East Asia"
"245","Bangladesh",1989,0.005231490336,0.152995218470325,0,0.92,0,0,0,0.082591032,"South/South East Asia"
"246","Bangladesh",1990,0.011781320256,0.164671246815075,0,0.884,0,0,0,0.080020162,"South/South East Asia"
"247","Bangladesh",1991,0.003766696488,0.1695869528661,0,0.838,0,0,0,0.074242299,"South/South East Asia"
"248","Bangladesh",1992,0.003536506224,0.1849325901192,0,0.796,0,0,0,0.082815346,"South/South East Asia"
